121.9924635887146,37528
240.41492176055908,37520
479.99678444862366,37455
601.0457100868225,37424
720.4891571998596,37351
839.0887415409088,37321
965.480146408081,37334
1113.0055391788483,37288
1236.183132648468,37336
1440.6246962547302,37334
1559.544941663742,37257
1680.4368515014648,37237
1849.1476380825043,37364
2159.1948132514954,37337
2282.1056287288666,37238
2405.158043384552,37253
2519.4266641139984,37241
2651.470362663269,37268
2774.4482016563416,37305
2897.6043355464935,37462
3020.5640149116516,37498
3239.9965031147003,37306
3360.610901594162,37360
3520.817150115967,37277
3600.4357175827026,37238
3771.8465869426727,37263
4079.9131548404694,37052
4200.681261539459,36989
4325.948867082596,36876
4559.552296638489,36706
4695.510077238083,36830
4816.291564464569,36808
4941.550139904022,36769
5064.510679960251,36811
5280.371138572693,36873
5434.116449356079,37005
5641.258207798004,36932
5802.033757686615,37017
5926.091509103775,37104
6049.954634904861,37009
6242.423406839371,37005
6360.387219429016,37031
6482.069142341614,37048
6601.082478523254,37056
6731.950892210007,37071
6855.726682186127,37061
6978.486147880554,37051
7101.9988379478455,37064
7224.671051979065,37107
7347.32337641716,36993
7592.822468280792,37016
7800.904788732529,37124
7922.723392486572,37075
8086.845526456833,36868
8209.699073553085,36949
8280.236324310303,36888
8400.904660463333,36877
8640.535173654556,36660
8761.329703092575,36670
8887.428800821304,36661
9010.332046985626,36669
9135.6759724617,36571
9380.79437303543,36626
9503.273330688477,36624
9718.8531832695,36515
9872.190581083298,36513
9995.139260053635,36523
10120.101734638214,36522
10242.692215919495,36559
10367.423014879227,36657
10492.247867822647,36710
10679.913950681686,36588
10922.678350448608,36569
11308.891217947006,36582
11677.3384578228,36755
12047.435956478119,36768
12599.314477682114,36330
12840.846394062042,36422
13079.509839773178,36376
13200.075864076614,36148
13349.41635465622,36207
13472.132094621658,36258
13594.677066326141,36224
13680.344478607178,36169
13798.677388906479,36157
13962.422286272049,36028
14159.78525018692,35905
14280.420493364334,35751
14453.02658867836,35665
14639.60588145256,35895
14884.979423999786,35811
15007.578842639923,35732
15239.757729530334,35708
15360.16163444519,35607
15499.177006959915,35311
15621.692530870438,35222
15840.6304397583,35069
15960.17027258873,35152
16080.625889062881,35242
16202.149221420288,35383
16363.593482732773,35395
16486.294544696808,35265
16679.561710119247,35048
16799.927796125412,35040
17040.702538490295,35117
17159.132481098175,35012
17279.265206575394,35006
17401.05121397972,34987
17541.143664598465,34745
17663.868044614792,34601
17786.126089811325,34424
18000.800546646118,34264
18156.833509922028,34370
18404.584686279297,34598
18599.483006954193,34508
18719.707095384598,34507
18840.052132844925,34484
18960.238695144653,34442
19081.361941576004,34298
19203.689376592636,34248
19439.31885266304,34446
19559.373517513275,34566
19694.53232741356,34341
19817.097853183746,34799
20041.018400907516,34991
20279.995825767517,34874
20401.338512420654,34841
20563.143342733383,34831
20761.416264533997,34731
20879.624111652374,34646
21118.651082515717,34664
21241.17737722397,34497
21479.34238433838,34398
21492.858372211456,34322
21615.655804157257,34313
21838.902527093887,34225
21989.616100549698,34510
22202.586038589478,34596
22357.608018636703,34814
22482.57339668274,34892
22679.726572752,34852
22852.180896520615,35257
23040.964186668396,35362
23293.593773126602,35261
23354.251796245575,35139
23575.292764425278,35190
23722.199266195297,35340
23938.838019371033,35597
24059.189175367355,35818
24179.636438131332,35906
24300.09293961525,35795
24461.92280292511,35616
24584.322553634644,35502
24706.72340631485,35433
24831.27454471588,35465
25020.119913816452,35448
25140.576023817062,35319
25381.31844472885,35330
25499.79802584648,35294
25859.777406930923,35308
25980.14201951027,35401
26127.009168863297,35324
26340.756563663483,35242
26495.90798640251,35098
26700.00843811035,35041
26820.35847234726,35207
26989.917700767517,35592
27181.209946393967,35624
27420.087180376053,35526
27540.337251663208,35504
27668.931790351868,35517
27899.405181646347,35739
28019.87971830368,35741
28157.966151714325,35781
28279.44203543663,35790
28501.01147055626,35640
28619.255445241928,35568
28649.731542110443,35554
28771.364169359207,35547
28981.95466685295,35555
29146.143450737,35465
29339.21451973915,35326
29459.581582546234,35288
29701.010402917862,35296
29831.45558333397,35354
29954.100510120392,35488
30201.59919476509,35527
30324.317331314087,35434
30447.394096136093,35212
30660.51995921135,35159
30815.861394882202,35265
31020.420986652374,35117
31189.11317372322,35025
31385.067737579346,34627
31621.761607170105,34455
31740.067101955414,34002
31864.143267154694,34109
32101.069990873337,34316
32237.149722337723,33962
32362.696928024292,33466
32585.871161937714,33725
32823.7004199028,33570
32944.0166656971,33582
33063.03333449364,33524
33184.8180243969,33449
33354.178477048874,33562
33542.23443555832,33629
33661.27430033684,33691
33788.646651506424,33584
34020.8554918766,33278
34139.748792886734,33322
34282.808163166046,33288
34529.36290884018,33012
34740.98279929161,32985
34860.40878081322,33001
34979.11322379112,33006
35149.24919843674,33113
35272.56720805168,33647
35459.67055463791,33673
35700.11117768288,33794
35821.25796484947,33844
35940.01174902916,33852
36061.41299343109,33857
36195.77516055107,33827
36442.826190948486,33522
36660.08655643463,33517
36812.42873573303,33600
36935.78173160553,33607
37140.69843387604,33573
37259.83966135979,33525
37430.54782819748,33294
37620.80407881737,33252
37742.098048210144,33439
37878.75460219383,33599
38101.54344558716,33619
38253.75829744339,33595
38462.9501311779,33583
38582.37964010239,33767
38752.258149147034,34687
38943.10288977623,34490
39180.83892560005,34432
39300.214094400406,34434
39427.08941912651,34295
39550.748697042465,34325
39674.215984106064,34307
39921.17840695381,34072
40168.11369514465,33553
40380.46836566925,33625
40621.3322019577,33511
40739.279514074326,33517
40905.01707935333,33546
41100.33849668503,33496
41222.17262363434,33624
41342.649684906006,33679
41580.91861534119,33834
41709.703021764755,33734
41943.96224474907,33679
42182.32389211655,33599
42327.22418618202,33526
42540.24997019768,33339
42661.52452588081,33302
42780.36376643181,33048
42943.42915439606,33246
43066.82756280899,33265
43190.530393600464,33282
43380.55058121681,33401
43622.728461265564,33289
43861.27843666077,33004
43990.68337917328,32631
44116.06691741943,32549
44237.10437321663,32533
44340.892666101456,32090
44459.673354148865,31983
44613.12240290642,32153
44737.96563959122,32127
44864.56804943085,32052
45065.307086229324,31995
45184.747493982315,31960
45422.887875556946,31748
45542.901935100555,31466
45783.57195496559,31443
45902.859008550644,31390
46037.05632996559,31376
46158.515426158905,31651
46383.01426124573,31862
46526.288766384125,32011
46651.63474440575,32378
46861.42998480797,32379
47022.14788174629,32537
47223.45083475113,32771
47342.50466418266,33953
47514.320578575134,34548
47699.60280275345,33900
47939.98588323593,33477
48069.60680556297,33301
48314.38119626045,33087
48541.225267887115,33186
48661.14876842499,33191
48901.26381134987,33148
49057.1121609211,32828
49260.02098894119,32857
49381.059101343155,32991
49547.90197348595,33117
49739.37708687782,33089
49860.23922753334,33135
49982.9732542038,33163
50110.970603227615,33126
50234.136922836304,32988
50357.508546590805,32963
50603.92298293114,32567
50852.634415864944,32040
51060.92610120773,32032
51223.53965330124,32253
51420.04340171814,32023
51541.39949178696,32286
51781.68759274483,32454
52020.75512599945,32860
52140.58834028244,33010
52276.98855137825,32973
52499.83755493164,33068
52642.12507677078,33057
52765.402670145035,32982
52981.76309943199,32907
53132.611243247986,32900
53255.740441560745,32712
53462.995401382446,32823
53700.99449181557,32670
53819.156111717224,32641
53939.31558227539,32639
54181.16220188141,32675
54421.61084508896,32531
54546.19386053085,32498
54666.330751657486,32458
54788.5324215889,32533
55021.97540807724,32558
55142.085277080536,32701
55262.20803976059,32840
55399.77532362938,32940
55620.14115405083,33202
55742.73544883728,33252
55862.9367351532,33299
56011.34531068802,33540
56256.17358803749,33200
56378.28216147423,33153
56582.255256175995,33146
56753.02287745476,33126
56874.90488743782,33033
56943.72093844414,32970
57185.99106121063,32955
57303.78321933746,32911
57432.19630360603,32875
57554.34792518616,32953
57789.040096998215,33079
57985.804933309555,33478
58203.61156654358,33610
58359.184275865555,33632
58481.83369112015,33690
58686.97451877594,33665
58809.36217713356,33666
58973.21612215042,33710
59219.909531354904,33629
59342.959779024124,33551
59465.098004579544,33480
59700.447293281555,33518
59832.47757601738,33663
59954.30367064476,33687
60076.13478446007,33743
60302.83716750145,33764
60567.871126413345,33753
60783.84452199936,33891
60936.89993906021,33951
61141.874485492706,34063
61264.041357278824,33893
61426.823234796524,33737
61620.613297224045,33805
61859.93396925926,33975
61981.27414941788,33987
62100.90544509888,33893
62340.69602108002,34110
62460.26121091843,34222
62581.743980169296,34649
62701.36753606796,34706
62824.05554485321,34585
62943.309747219086,34487
63062.58607983589,34406
63208.11489534378,34381
63420.341757297516,34183
63577.82397770882,34164
63780.07993578911,34048
63943.416855573654,33744
64140.54738402367,33877
64310.1778960228,33937
64500.51096868515,33916
64620.84292078018,33939
64740.27391886711,33982
64868.14354133606,34025
65111.4188451767,34152
65341.56358385086,34555
65480.73777747154,34413
65602.34922742844,34393
65821.99643874168,34469
65970.28834152222,34557
66096.06559729576,34840
66464.88049554825,34782
66586.44992923737,34775
66710.05467224121,34825
66900.90667033195,34573
67142.15399241447,34534
67262.64951658249,34478
67393.48276138306,34475
67516.96704173088,34395
67739.62433767319,34340
67761.48863387108,34348
67982.86760187149,34238
68100.88297224045,33841
68223.2646791935,33858
68371.18967294693,33872
68494.83730173111,33930
68701.16158676147,33995
68860.27230405807,34119
69059.51729416847,34198
69180.80055212975,34398
69354.12668848038,34430
69540.32363939285,34452
69662.11136674881,34664
69785.71800971031,35092
69909.22905564308,34832
70019.88764286041,34810
70141.32915306091,34770
70259.40901589394,34750
70402.75222039223,34907
70524.14488959312,34906
70744.15601277351,34938
70863.43178248405,34822
71017.68413257599,34784
71142.8853867054,34639
71344.25147771835,34684
71463.88567686081,34811
71583.09575724602,34984
71702.11479353905,35007
71821.30174398422,34995
71944.75934052467,34978
72186.74755978584,34893
72441.15747332573,35197
72784.4551448822,35934
72903.84396314621,35518
73180.06158709526,35464
73301.75010323524,35674
73500.35888051987,35721
73546.78694987297,35722
73668.89387989044,35693
73861.61072993279,35617
73981.13555693626,35570
74221.21285486221,35541
74344.85441946983,35466
74460.09457993507,35356
74588.33692836761,35338
74711.55965566635,35299
74941.97251677513,35265
75062.75099563599,35285
75182.901045084,35346
75326.87087631226,35343
75544.4828236103,35250
75823.11754608154,35183
76023.0055847168,35129
76195.02519512177,35145
76382.38623905182,35187
76504.03725409508,35091
76741.10685753822,35015
76860.2183907032,34944
76993.31591320038,34828
77116.83384203911,34910
77343.98258638382,35057
77361.6352751255,35104
77584.67416548729,35171
77824.23530077934,35242
77941.36081528664,35250
78096.49749684334,35272
78220.60679507256,35396
78466.22594666481,35476
78588.281270504,35502
78712.33629918098,35430
78900.7672932148,35465
79025.05415678024,35455
79261.79184794426,35437
79380.88281154633,35340
79618.44346189499,35179
79762.21354484558,35175
79981.66383171082,35053
80131.62584519386,35060
80340.64026737213,35183
80460.59462213516,35297
80622.18776249886,35310
80821.94036054611,35363
80941.49238324165,35411
81114.18339705467,35414
81419.94881749153,35382
81663.27097010612,35113
81782.81047034264,35158
81911.31423163414,35163
82035.12014079094,35161
82156.50147390366,35154
82282.22447252274,35219
82404.31586360931,35335
82621.62782120705,35320
82740.95286917686,35210
82893.51254844666,35234
83139.21372437477,35463
83261.39627885818,35532
83460.98908734322,35592
83631.63385367393,35604
83819.57545924187,35658
83940.85623025894,35715
84182.27615118027,35778
84315.74859333038,36026
84540.86189675331,35902
84660.23647785187,35791
84781.45484185219,35764
84929.33991503716,35696
85174.50925636292,35685
85295.78692674637,35642
85499.59804606438,35511
85621.27349424362,35488
85740.67086267471,35304
85860.19339871407,35217
86100.66347885132,35280
86220.30441856384,35290
86341.9692966938,35298
